,Condition,Capacity,Capital,Character,Collateral,loan_status,profit_or_loss,addr_state,home_ownership
4444,-0.44329845079713914,-0.3880529592132778,-0.47298741986432513,-0.039164327892383506,0.003599999999999992,1,-6470.8,Northeast,MORTGAGE
4445,-0.7677238499344976,-0.4545813930214416,-0.7662412296332971,0.00766474918851848,0.07,-1,-16400.32,Northeast,MORTGAGE
4446,-0.401689824882302,-0.07077313251282921,-0.2172689763473316,0.0552690299373667,-0.096,1,-7887.860000000001,,MORTGAGE
4447,-0.7484520564713204,-0.6236991426992093,-0.7410894492934254,0.08063396379930375,0.1328,1,-10016.32,Northeast,RENT
4448,-0.5123197445252967,-0.44301454049186634,-0.5551587370859147,-0.19525140993924017,0.07,1,-7627.469999999999,Midwest,MORTGAGE
4449,-0.7631258140799817,-0.5943107110941115,-0.4195356399321012,-0.04706498668747821,0.332,1,-12855.44,West,RENT
4450,-0.758289254389944,-0.11433722379103073,-0.15656688128444993,-0.051266961242113156,0.07,1,-12972.0,Northeast,MORTGAGE
4451,-0.9950599337225822,-0.5651044476177463,-0.5096314721457259,0.07810863806408316,0.07,1,-18052.65,South,MORTGAGE
4452,-0.3596388326828136,-0.2315293475507561,-0.20745679593366495,0.03400305767774873,0.0332,1,-5956.96,Northeast,RENT
4453,-0.2196792766386815,-0.34330695231216946,-0.4695131575309838,0.025704706932199374,0.332,1,-3794.25,West,RENT
4454,-0.941716946476223,-0.507714838335955,-0.6519708807293039,-0.015583047440100438,-0.096,1,-18201.4,Northeast,MORTGAGE
4455,-0.946119963232734,-0.25246175468727217,-0.5132927285684431,-0.12383485847662762,0.07,1,-14509.24,Northeast,MORTGAGE
4456,-0.6428860060943143,-0.4532638017833588,-0.5977611418867412,0.21281531074323246,0.332,1,1136.619999999999,Midwest,RENT
4457,-0.8468815548230176,-0.2894604340313552,-0.5701409224210963,-0.02250554343190441,-0.096,1,-14510.119999999999,West,MORTGAGE
4458,-1.3089292950693574,-0.47321743100583313,-0.36406410034932757,0.11552053988353041,-0.029600000000000015,1,-22442.23,West,MORTGAGE
4459,-0.7529743258079968,-0.49559521087805747,-0.7002213539072288,0.07722606836581897,0.787,1,-11267.77,South,OWN
4460,-0.3232016413862719,-0.24839700721531205,-0.37432035518919826,0.03109757100830962,0.621,1,-5671.34,Midwest,OWN
4461,-0.16013375624281262,-0.49161019774401327,-0.6005816021530652,0.016045908608152505,0.0,-1,-3156.92,,RENT
4462,-0.7302240210400271,-0.3021562050697726,-0.42273817228514066,-0.04738647064706291,0.0368,1,-15895.1,West,MORTGAGE
4463,-0.5285186698686266,-0.5094719857642769,-0.5698866887833827,0.04375266093082462,0.4882,1,-11737.59,Northeast,OWN
4464,-0.5562243476729524,-0.35760584703377374,-0.6150162198941516,-0.04816011764615379,-0.1292,1,-12850.130000000001,Midwest,MORTGAGE
4465,-1.2040928590734081,-0.5269328291142388,-0.35100559764087536,0.02242074858576182,-0.1624,1,-16065.3,Northeast,MORTGAGE
4466,-0.33433180546958224,-0.2518376356309832,-0.26133541509269864,0.032902827209304535,0.07,1,-5538.139999999999,West,MORTGAGE
4467,-0.343024631004331,-0.2103038461449387,-0.34635961856103753,0.005550078580100794,0.2324,1,-9556.35,South,RENT
4468,-0.7468592170118002,-0.5508351443412198,-0.42932391475447107,0.06687674599191708,0.0,1,-13231.39,West,RENT
4469,-0.6672450708328619,-0.4695909172492275,-0.5158090052834498,0.07277852425982431,0.07,1,-9595.93,West,MORTGAGE
4470,-0.6103705660928176,-0.11799844171480503,-0.533807399315108,0.05519286222077818,0.07,1,-10893.48,Northeast,MORTGAGE
4471,-1.0945846324851316,-0.574414796224249,-0.39233403067592515,0.3054399039225957,0.332,1,988.0299999999988,West,RENT
4472,-0.5493462120388004,-0.43003065406657043,-0.4033192525702747,0.04221697339227557,-0.029600000000000015,1,-10850.9,West,MORTGAGE
4473,-0.8470824597138875,-0.5999226932141117,-0.4235517340984254,-0.12625202853410217,0.19920000000000002,1,-14147.01,West,RENT
4474,-0.21857278914273942,-0.507730662537287,-0.46494335124326314,-0.16009827241433458,0.0664,1,-3438.1800000000003,South,RENT
4475,-0.7878930550884489,-0.4357806849609783,-0.7646645855170117,0.08272518776186766,-0.0628,1,-12312.02,Northeast,MORTGAGE
4476,-0.730280641642739,-0.7411203147636208,-0.6800831636045254,-0.052655059829933945,0.332,1,-12465.0,West,RENT
4477,-0.9668105692710283,-0.4872141523239867,-0.6749136147707719,0.08245710992661481,0.07,1,-18881.8,South,MORTGAGE
4478,-0.09137559384890065,-0.29795350413811394,-0.38205902032686545,0.011887449447857702,0.166,1,-2088.75,West,RENT
4479,-1.0634299103654337,-0.4482729072144649,-0.44205322241868034,0.09439768703444174,-0.0628,1,-21000.77,Northeast,MORTGAGE
4480,-0.6835933718561891,-0.37613244283481245,-0.4774127314334202,0.0552215945266799,-0.029600000000000015,1,-10891.36,South,MORTGAGE
4481,-0.15075870762246338,-0.36268000933130723,-0.20831495624606017,-0.11404231197906461,0.0332,1,-2685.01,Northeast,RENT
4482,-0.3003655657677382,-0.1631757579500775,-0.11858073819666445,0.031985290836878295,0.0332,1,-4805.84,Northeast,RENT
4483,-0.6390905033892664,-0.2557586175173672,-0.7046726109476685,-0.014635775072375443,0.2324,1,-11246.24,West,RENT
4484,-0.6699754317988856,-0.5611374008316815,-0.8530201794420933,-0.09323625788243588,-0.1956,-1,-12157.7,Northeast,MORTGAGE
4485,-0.4514114795367057,-0.1599281678785482,-0.3267383654221472,0.046300891192919684,-0.1624,1,-7174.57,West,MORTGAGE
4486,-0.9541819735401582,-0.5168024940696633,-0.5997493424959098,0.08166466750865556,-0.029600000000000015,1,-17940.27,West,MORTGAGE
4487,-1.1289816033531932,-0.09043888556546378,-0.1851069017085903,-0.08918490850271538,0.07,1,-18305.87,West,MORTGAGE
4488,-0.5009316484486116,-0.32500911533299603,-0.4638144195251879,-0.04175555689437488,-0.029600000000000015,1,-7619.0,South,MORTGAGE
4489,-0.6374650296270477,-0.12974098342615742,-0.30795969531891676,-0.05060305306204459,0.07,1,-13767.7,South,MORTGAGE
4490,-0.3657092046555297,-0.3886131206529717,-0.32031756835577563,-0.1020742714314611,0.2988,1,-5581.0599999999995,Midwest,RENT
4491,-0.6689040136739999,-0.4217636813822535,-0.6559148642471968,-0.012928466602603557,-0.1956,1,-9937.9,South,MORTGAGE
4492,-0.8909284642463611,-0.4124313786486295,-0.630676705752558,-0.13333251487546427,0.07,1,-13250.6,Northeast,MORTGAGE
4493,0.0027819677316421624,-0.4410899584837761,-0.44665505329132626,0.004328548990043202,-0.262,1,-746.48,South,MORTGAGE
4494,-0.4209177495849893,-0.44714254703983836,-0.6764824499838505,0.048347796928927655,0.07,1,-6398.54,South,MORTGAGE
4495,-0.9629325676720166,-0.5182297289898368,-0.823476537021124,0.30666898138196896,0.0332,1,1411.5699999999997,Northeast,RENT
4496,-1.013336785595269,0.01034984133204915,-0.2737011840645979,0.09933340928127601,0.07,1,-16636.59,South,MORTGAGE
4497,-0.4479789719215054,-0.46588429034255163,-0.6058261970359512,-0.130223087390213,0.332,1,-6331.8,West,RENT
4498,-0.7622638135442341,-0.3462083289910322,-0.6068434462627572,0.05631274450222118,-0.0628,-1,-13810.85,South,MORTGAGE
4499,-0.8712462492841806,-0.5465892299574093,-0.6916369087483022,-0.021526023809052698,0.07,1,-17349.32,Midwest,MORTGAGE
4500,-0.7014128605253469,-0.4226119659665226,-0.5002708455279041,0.15119572825630007,0.0664,1,2228.09,Northeast,RENT
4501,-0.722306772314028,-0.3852044923542932,-0.5989218727632534,0.054058884845873935,-0.2288,1,-15102.15,Northeast,MORTGAGE
4502,-1.7406491846235896,-0.7085871987032939,-0.7183980462620976,-0.06184674697964487,0.787,-1,-32294.9,South,OWN
4503,-0.5448433396806016,-0.20533171429126118,-0.27766182305402676,-0.08122563847180372,0.07,1,-8090.7,West,MORTGAGE
4504,-0.9399527373007921,-0.2169268649518475,-0.41458477171392355,-0.002722084893824632,-0.1624,1,-14711.880000000001,South,MORTGAGE
4505,-0.43688620057878347,-0.6184178721610147,-0.8234442519880361,-0.0920541478663455,0.07,1,-6826.15,Midwest,MORTGAGE
4506,-0.4387113111210836,-0.23609639287472522,-0.2039253739037063,-0.16708827104319895,0.003599999999999992,1,-6923.62,Northeast,MORTGAGE
4507,-0.4015234320695118,-0.32935869961096675,-0.5817382848883781,0.036885775350058166,0.1328,1,-6744.26,West,RENT
4508,-0.43176412793335106,-0.5254136620417577,-0.8177531640175635,-0.18298356583057562,0.1328,1,-6914.08,Northeast,RENT
4509,-0.6028593202576445,-0.5478336536895925,-0.31667857736693866,0.06577936164811408,0.332,1,-9787.36,West,RENT
4510,-0.5642799939059142,-0.24130932350755574,-0.3255351829853766,0.05155307539390736,-0.0628,1,-9162.04,West,MORTGAGE
4511,-0.3497505597991671,-0.41318019593524,-0.35050890894104736,0.03527649516007217,0.332,1,-5363.0,Northeast,RENT
4512,-0.6552396308748188,-0.6303230690747044,-0.5049191941716262,0.24487134810690514,0.0664,1,2101.8600000000006,,RENT
4513,-0.5854504630380473,-0.31992564626178877,-0.4703517718689728,0.068143813576234,0.19920000000000002,1,-9937.9,South,RENT
4514,-0.45511292195443737,-0.2592692559338577,-0.36576318830967103,-0.10144580823921295,-0.262,-1,-10397.37,South,MORTGAGE
